"participant_id","musical_exp","v1","synth","rating"
277,1,6.779,"harmonic",3
277,1,8.0144,"flute",5
277,1,3.8627,"harmonic",3
277,1,9.9078,"flute",2
277,1,6.571,"flute",3
277,1,11.6355,"harmonic",2
277,1,8.3243,"flute",3
277,1,2.6203,"flute",2
277,1,8.6854,"harmonic",2
277,1,3.9065,"flute",5
277,1,6.0926,"flute",2
279,20,12.6742,"flute",4
277,1,9.8076,"flute",5
277,1,5.3056,"harmonic",1
279,20,1.5936,"harmonic",2
279,20,8.4972,"harmonic",3
277,1,6.2668,"flute",3
277,1,0.5274,"flute",2
279,20,9.5525,"harmonic",2
279,20,4.9359,"harmonic",4
279,20,6.2648,"harmonic",3
279,20,12.4604,"harmonic",2
279,20,10.8656,"flute",3
279,20,11.0697,"flute",2
279,20,12.9893,"harmonic",1
279,20,9.3802,"harmonic",3
279,20,8.9695,"harmonic",3
279,20,14.4189,"flute",5
279,20,6.5791,"harmonic",2
279,20,12.6433,"flute",5
279,20,1.8106,"harmonic",2
280,10,11.8929,"flute",1
281,7,14.5048,"flute",5
280,10,9.7851,"harmonic",1
281,7,2.2833,"harmonic",3
280,10,8.5245,"harmonic",1
281,7,12.5803,"harmonic",2
280,10,11.7098,"flute",1
281,7,7.3543,"harmonic",3
281,7,10.4725,"harmonic",2
279,20,6.1371,"harmonic",3
280,10,13.5955,"harmonic",5
279,20,13.4935,"harmonic",2
279,20,1.8355,"flute",2
280,10,8.782,"harmonic",6
279,20,9.9446,"harmonic",2
280,10,1.4399,"harmonic",1
279,20,6.2504,"flute",6
279,20,13.1495,"flute",3
279,20,12.3797,"harmonic",3
280,10,11.196,"flute",1
280,10,12.158,"harmonic",5
280,10,0.1577,"harmonic",5
281,7,9.4734,"harmonic",3
281,7,12.3969,"flute",5
279,20,11.2527,"flute",5
279,20,10.3774,"flute",6
280,10,5.8334,"harmonic",6
279,20,12.3882,"flute",5
279,20,8.5546,"flute",6
279,20,9.9443,"harmonic",3
280,10,8.8105,"harmonic",7
280,10,3.1025,"harmonic",1
280,10,1.0728,"harmonic",1
280,10,13.6286,"harmonic",6
280,10,6.9165,"harmonic",5
281,7,5.7368,"harmonic",2
281,7,13.1277,"harmonic",2
281,7,6.6095,"flute",4
281,7,0.1651,"flute",4
279,20,9.5899,"harmonic",3
280,10,14.8599,"flute",1
279,20,6.5163,"flute",6
279,20,0.5372,"harmonic",1
281,7,3.4068,"flute",4
280,10,13.699,"harmonic",1
280,10,8.9906,"flute",1
280,10,12.308,"flute",1
279,20,7.4681,"harmonic",3
281,7,12.1497,"flute",5
281,7,11.9495,"flute",5
281,7,5.0571,"flute",4
281,7,14.7093,"flute",3
281,7,14.9737,"flute",5
279,20,11.3702,"harmonic",2
280,10,10.7712,"flute",3
279,20,10.111,"harmonic",3
279,20,4.0779,"harmonic",3
280,10,8.1203,"flute",1
280,10,10.0791,"flute",1
280,10,12.8586,"harmonic",1
280,10,9.7851,"flute",1
280,10,3.113,"harmonic",1
279,20,4.8487,"harmonic",3
280,10,9.1522,"harmonic",6
280,10,7.9792,"flute",4
280,10,5.6681,"harmonic",1
281,7,8.9679,"flute",5
281,7,3.5487,"harmonic",2
281,7,11.1281,"flute",4
279,20,4.8609,"harmonic",4
280,10,2.6418,"flute",1
280,10,8.8743,"harmonic",6
281,7,5.7805,"harmonic",3
280,10,4.4086,"harmonic",1
280,10,5.019,"flute",1
280,10,6.4193,"flute",4
281,7,12.2587,"flute",5
281,7,10.0984,"flute",5
281,7,10.2139,"flute",3
284,10,4.8026,"flute",4
284,10,5.4033,"flute",7
279,20,10.8002,"flute",5
280,10,14.6317,"harmonic",7
280,10,6.4977,"harmonic",6
279,20,14.4416,"flute",4
281,7,13.6579,"flute",5
280,10,12.6365,"harmonic",1
280,10,12.3517,"harmonic",6
280,10,8.4989,"harmonic",1
280,10,10.2176,"flute",1
280,10,4.4086,"flute",1
281,7,12.2491,"flute",5
280,10,2.7277,"harmonic",1
281,7,9.3753,"flute",5
280,10,6.2731,"harmonic",1
281,7,10.4746,"flute",3
281,7,9.5931,"harmonic",3
279,20,9.595,"flute",6
281,7,14.3755,"harmonic",2
279,20,7.0936,"harmonic",4
280,10,11.3136,"harmonic",5
280,10,5.788,"harmonic",5
279,20,7.1612,"flute",6
280,10,9.3085,"flute",1
281,7,1.7393,"harmonic",4
280,10,8.6585,"flute",1
281,7,11.3531,"flute",3
280,10,13.4557,"flute",1
281,7,14.0401,"flute",5
281,7,2.8207,"harmonic",3
279,20,8.5876,"flute",7
281,7,14.6565,"harmonic",3
279,20,8.6011,"flute",7
279,20,1.3168,"harmonic",2
281,7,8.3949,"flute",5
281,7,7.9202,"flute",4
280,10,2.9646,"flute",1
280,10,7.0652,"harmonic",6
280,10,11.5861,"harmonic",1
281,7,14.9737,"harmonic",3
281,7,10.3438,"flute",3
284,10,10.1644,"harmonic",3
284,10,10.6702,"flute",6
279,20,4.5843,"harmonic",2
281,7,4.6097,"flute",3
279,20,4.2189,"harmonic",2
279,20,11.9259,"flute",7
280,10,3.611,"harmonic",1
281,7,8.3283,"flute",5
280,10,3.84,"flute",5
280,10,8.7759,"flute",1
280,10,4.4631,"flute",1
281,7,10.2261,"flute",5
284,10,4.956,"harmonic",4
284,10,7.3039,"harmonic",4
284,10,9.4223,"flute",5
284,10,6.4424,"harmonic",2
279,20,8.1353,"flute",6
281,7,2.8123,"flute",4
279,20,13.3242,"harmonic",1
281,7,14.0442,"harmonic",3
280,10,3.2134,"flute",1
280,10,14.4285,"flute",1
280,10,10.5099,"harmonic",1
281,7,14.2837,"flute",5
280,10,11.5561,"harmonic",5
281,7,9.0104,"flute",5
281,7,8.5393,"harmonic",3
281,7,10.3299,"harmonic",3
279,20,6.3203,"harmonic",2
281,7,4.4426,"harmonic",3
280,10,13.1106,"flute",1
280,10,4.5033,"flute",1
280,10,8.1269,"flute",6
280,10,0.4492,"flute",6
281,7,10.0269,"flute",4
280,10,8.4273,"harmonic",1
281,7,10.6711,"flute",3
280,10,7.9465,"harmonic",5
281,7,8.4682,"flute",4
281,7,7.4233,"flute",5
281,7,7.9778,"flute",3
281,7,6.4286,"flute",3
281,7,7.4995,"harmonic",3
279,20,8.0014,"flute",6
279,20,14.497,"flute",4
279,20,8.3932,"harmonic",3
280,10,10.3197,"harmonic",4
281,7,11.6506,"harmonic",2
279,20,0.2047,"flute",3
280,10,12.1592,"flute",1
281,7,9.9817,"harmonic",2
281,7,10.9389,"harmonic",3
281,7,3.3659,"flute",4
279,20,13.256,"flute",7
280,10,6.124,"harmonic",1
279,20,8.2135,"harmonic",2
279,20,13.3353,"harmonic",3
280,10,11.7209,"flute",1
281,7,10.5244,"harmonic",2
280,10,9.1795,"harmonic",1
280,10,11.2353,"harmonic",1
280,10,5.5809,"harmonic",1
281,7,14.8473,"harmonic",3
281,7,3.0353,"harmonic",3
281,7,13.2389,"harmonic",2
281,7,2.0945,"harmonic",3
281,7,8.0421,"flute",5
281,7,7.3337,"harmonic",3
279,20,0.8195,"flute",2
279,20,7.1152,"flute",6
279,20,12.9256,"flute",3
280,10,14.7288,"harmonic",7
281,7,12.6,"flute",5
280,10,7.3266,"flute",1
280,10,0.2464,"harmonic",1
281,7,3.0401,"harmonic",3
281,7,1.0771,"flute",3
281,7,9.3332,"flute",5
284,10,5.9355,"flute",6
279,20,7.0255,"harmonic",2
280,10,8.9328,"flute",1
280,10,11.2904,"flute",1
281,7,1.6041,"harmonic",2
280,10,4.8234,"harmonic",1
280,10,0.6831,"harmonic",1
284,10,3.9539,"harmonic",4
280,10,8.3149,"flute",1
281,7,0.9945,"flute",3
281,7,4.3946,"harmonic",3
281,7,8.7959,"harmonic",3
284,10,4.2914,"flute",5
284,10,0.8563,"harmonic",2
286,3,4.9411,"flute",7
284,10,4.9639,"flute",6
286,3,13.9402,"flute",6
281,7,11.9572,"harmonic",3
281,7,10.8936,"flute",5
281,7,6.972,"flute",4
281,7,1.9447,"flute",4
284,10,4.2272,"harmonic",5
284,10,10.2527,"harmonic",3
284,10,9.1234,"harmonic",4
284,10,14.2535,"harmonic",2
284,10,0.9612,"flute",4
284,10,11.942,"harmonic",3
286,3,11.196,"harmonic",4
281,7,2.9985,"flute",4
284,10,8.1725,"flute",7
286,3,11.8698,"flute",5
286,3,5.0266,"flute",7
284,10,6.8528,"harmonic",4
284,10,10.5825,"harmonic",1
284,10,12.7831,"harmonic",2
284,10,7.2103,"harmonic",3
286,3,13.7928,"harmonic",2
287,5,11.8266,"flute",5
284,10,3.403,"harmonic",3
286,3,10.3231,"flute",6
284,10,0.9684,"harmonic",1
286,3,10.4996,"harmonic",2
286,3,2.1269,"harmonic",3
284,10,0.3555,"harmonic",2
284,10,3.5879,"flute",7
284,10,10.0386,"flute",7
284,10,14.0177,"harmonic",1
286,3,0.9322,"flute",3
286,3,3.7794,"flute",5
286,3,13.1795,"harmonic",2
287,5,12.1151,"flute",5
287,5,3.5416,"flute",3
286,3,8.7031,"flute",6
286,3,10.6957,"flute",7
284,10,6.4817,"flute",6
284,10,9.5316,"harmonic",3
287,5,7.4187,"flute",3
286,3,5.7257,"flute",7
284,10,13.6143,"flute",6
284,10,3.6955,"harmonic",5
284,10,7.0671,"flute",6
284,10,6.6104,"flute",7
284,10,7.1308,"harmonic",3
287,5,11.2527,"harmonic",2
286,3,10.6333,"harmonic",4
284,10,12.2071,"flute",7
284,10,5.9404,"harmonic",3
284,10,6.1682,"harmonic",3
284,10,7.6108,"harmonic",3
284,10,12.4349,"flute",7
286,3,6.3367,"harmonic",3
284,10,11.3308,"harmonic",2
284,10,10.7281,"harmonic",3
284,10,3.7541,"flute",7
287,5,0.9371,"harmonic",2
287,5,9.2557,"flute",3
287,5,4.8499,"flute",3
287,5,9.8718,"flute",3
286,3,1.1884,"harmonic",2
286,3,10.5635,"flute",5
284,10,2.921,"harmonic",5
284,10,3.9549,"flute",6
284,10,7.1963,"harmonic",4
284,10,2.5099,"harmonic",2
284,10,3.7559,"flute",5
286,3,11.5956,"flute",5
286,3,1.4678,"flute",6
286,3,0.1819,"flute",7
286,3,12.9164,"flute",6
286,3,6.4784,"harmonic",2
286,3,4.6411,"harmonic",3
284,10,14.1151,"flute",6
284,10,9.854,"flute",7
284,10,7.1661,"harmonic",2
287,5,14.0401,"harmonic",2
286,3,3.5027,"harmonic",2
286,3,5.2044,"harmonic",4
286,3,6.6101,"harmonic",1
287,5,7.6281,"harmonic",2
287,5,0.44,"harmonic",3
287,5,8.7965,"harmonic",3
286,3,4.9639,"harmonic",5
287,5,10.6984,"flute",3
286,3,14.9998,"flute",6
286,3,13.5238,"flute",5
284,10,13.6055,"harmonic",1
284,10,11.6568,"harmonic",1
284,10,1.1416,"harmonic",4
284,10,5.8623,"harmonic",4
284,10,2.3063,"harmonic",2
284,10,13.4312,"flute",5
284,10,5.71,"flute",6
286,3,0.3458,"harmonic",3
286,3,11.6024,"harmonic",2
286,3,12.9168,"harmonic",2
284,10,0.6326,"flute",2
284,10,12.7666,"harmonic",1
286,3,7.7731,"flute",6
284,10,2.2534,"harmonic",3
287,5,8.2977,"flute",3
284,10,9.9814,"harmonic",2
286,3,11.9516,"flute",6
286,3,9.8582,"harmonic",3
286,3,9.0148,"harmonic",5
287,5,11.8909,"flute",5
287,5,12.6871,"harmonic",2
286,3,7.9392,"flute",7
287,5,4.5354,"harmonic",3
286,3,13.4201,"harmonic",1
286,3,5.1476,"harmonic",3
287,5,7.0052,"flute",3
284,10,12.8103,"harmonic",4
284,10,0.2651,"harmonic",5
284,10,3.2753,"harmonic",5
284,10,10.8002,"harmonic",3
284,10,3.2812,"flute",7
287,5,0.1179,"flute",5
284,10,12.5229,"flute",7
284,10,12.3803,"flute",6
286,3,12.7527,"harmonic",1
286,3,9.2206,"flute",6
286,3,9.7724,"flute",7
287,5,10.2817,"harmonic",3
287,5,2.5225,"harmonic",3
286,3,1.5606,"harmonic",4
287,5,10.8815,"flute",4
287,5,7.444,"flute",3
284,10,0.8787,"flute",6
284,10,6.8264,"flute",7
286,3,4.2009,"harmonic",3
284,10,13.617,"harmonic",1
286,3,9.0191,"flute",7
286,3,10.3835,"flute",5
287,5,1.9772,"harmonic",2
287,5,2.5793,"harmonic",2
287,5,2.4952,"harmonic",3
287,5,6.2504,"harmonic",2
286,3,0.5479,"flute",3
287,5,0.5252,"harmonic",3
284,10,0.9467,"flute",5
287,5,0.6011,"harmonic",3
284,10,5.9067,"flute",5
286,3,14.2699,"flute",5
287,5,13.209,"harmonic",3
286,3,8.6745,"flute",6
287,5,11.8838,"flute",5
287,5,10.5055,"flute",3
287,5,0.6947,"harmonic",3
286,3,3.2079,"harmonic",2
286,3,10.953,"flute",6
286,3,4.3963,"harmonic",2
284,10,5.9272,"harmonic",4
287,5,9.5249,"flute",4
284,10,10.667,"harmonic",3
287,5,3.4909,"flute",3
287,5,5.8921,"flute",3
287,5,8.9144,"flute",3
287,5,7.9178,"harmonic",2
287,5,1.4986,"flute",2
287,5,3.8621,"harmonic",2
287,5,2.7004,"harmonic",3
284,10,1.5063,"harmonic",3
284,10,12.7937,"harmonic",1
287,5,4.3917,"flute",3
286,3,4.7795,"harmonic",4
287,5,4.0612,"flute",3
286,3,4.3833,"flute",6
287,5,4.4521,"flute",3
287,5,12.2755,"flute",5
287,5,8.244,"harmonic",2
287,5,1.1382,"harmonic",2
287,5,0.3049,"flute",5
287,5,6.5568,"flute",3
286,3,2.2868,"harmonic",2
286,3,13.5901,"flute",7
286,3,3.0465,"flute",7
286,3,12.7277,"harmonic",2
286,3,11.334,"flute",3
287,5,9e-04,"harmonic",3
286,3,11.409,"flute",5
286,3,3.5172,"harmonic",2
286,3,6.9729,"harmonic",3
287,5,10.1634,"harmonic",2
286,3,7.7829,"flute",6
287,5,7.167,"flute",3
287,5,14.9792,"harmonic",2
286,3,9.5483,"harmonic",2
287,5,12.8185,"flute",3
287,5,13.2706,"harmonic",3
286,3,4.4372,"flute",4
287,5,0.0739,"harmonic",2
286,3,4.7705,"flute",4
286,3,0.7109,"harmonic",2
286,3,6.8549,"flute",7
287,5,0.36,"harmonic",3
287,5,11.2909,"harmonic",3
287,5,12.809,"harmonic",3
287,5,5.5784,"flute",3
287,5,8.8189,"flute",3
287,5,6.3315,"flute",3
287,5,9.1714,"harmonic",3
286,3,14.4234,"flute",6
286,3,12.8143,"flute",1
286,3,14.8104,"harmonic",2
287,5,0.1166,"flute",4
287,5,10.0009,"harmonic",2
287,5,3.2264,"flute",4
287,5,14.6631,"harmonic",2
287,5,3.9672,"flute",3
287,5,13.9396,"flute",3
287,5,0.0488,"flute",4
287,5,12.7255,"harmonic",2
287,5,10.0471,"flute",4
287,5,11.9625,"flute",5
286,3,8.2776,"harmonic",3
287,5,4.6566,"harmonic",2
286,3,8.0187,"flute",7
287,5,3.2564,"flute",3
287,5,8.3641,"flute",3
287,5,0.9352,"harmonic",2
287,5,0.0269,"harmonic",3
286,3,5.5527,"flute",6
287,5,13.6492,"harmonic",2
286,3,8.3379,"flute",7
286,3,10.0467,"harmonic",4
286,3,11.6448,"harmonic",3
286,3,1.9159,"harmonic",3
288,12,5.6514,"harmonic",3
288,12,8.6046,"flute",5
288,12,2.8853,"flute",5
288,12,4.9972,"flute",5
289,1,2.9845,"harmonic",4
288,12,6.5877,"harmonic",3
289,1,4.1214,"harmonic",5
288,12,6.6491,"flute",5
288,12,5.3932,"harmonic",3
288,12,5.2639,"harmonic",3
289,1,6.5126,"flute",6
