"participant_id","musical_exp","v1","synth","rating"
124,0,14.8299,"harmonic",1
123,1,12.4079,"harmonic",2
123,1,8.0102,"harmonic",1
118,0,0.8218,"piano",1
123,1,3.8759,"harmonic",2
123,1,6.6685,"harmonic",3
126,10,7.8999,"harmonic",2
118,0,12.7277,"piano",4
139,5,10.4533,"piano",3
147,0,5.2788,"harmonic",3
123,1,3.3322,"harmonic",1
82,2,11.5074,"harmonic",3
82,2,13.6781,"harmonic",3
124,0,7.9244,"piano",5
124,0,9.8763,"piano",5
123,1,4.2645,"piano",2
82,2,5.177,"harmonic",3
82,2,11.2993,"piano",3
82,2,11.9281,"harmonic",3
124,0,5.5046,"harmonic",2
123,1,2.55,"piano",7
140,0,0.0583,"piano",3
124,0,5.3332,"piano",4
120,0,6.4082,"harmonic",3
118,0,5.1006,"piano",1
118,0,4.3782,"harmonic",1
101,6,4.9395,"harmonic",5
120,0,14.2936,"harmonic",6
124,0,5.5617,"piano",5
124,0,1.6309,"piano",4
140,0,11.1046,"piano",5
120,0,7.6897,"piano",6
118,0,7.8147,"harmonic",1
140,0,7.5847,"harmonic",3
120,0,5.0866,"harmonic",5
123,1,4.5931,"harmonic",2
123,1,7.399,"piano",7
182,6,13.4114,"piano",5
120,0,10.8177,"piano",7
140,0,7.1435,"harmonic",4
149,3,2.9004,"piano",3
123,1,5.5617,"harmonic",6
143,0,3.0383,"harmonic",1
149,3,11.0301,"harmonic",1
148,1,2.9845,"piano",6
120,0,14.4073,"harmonic",5
120,0,6.2582,"harmonic",5
123,1,5.586,"harmonic",5
139,5,0.1597,"harmonic",3
120,0,7.9465,"piano",6
124,0,11.7988,"piano",5
124,0,2.4186,"piano",5
123,1,11.6481,"harmonic",2
120,0,14.1867,"piano",6
125,2,5.0977,"piano",2
120,0,10.8683,"piano",6
118,0,6.5309,"piano",5
123,1,6.0479,"harmonic",5
140,0,5.8235,"harmonic",3
147,0,2.1627,"piano",3
118,0,5.0105,"piano",1
124,0,8.2584,"harmonic",3
123,1,13.8695,"harmonic",7
82,2,9.5698,"harmonic",3
123,1,2.9238,"piano",6
118,0,14.5785,"piano",3
123,1,12.2637,"harmonic",2
124,0,12.8103,"harmonic",1
118,0,6.8853,"harmonic",1
126,10,4.6158,"piano",3
120,0,8.0782,"piano",5
118,0,8.8525,"harmonic",1
151,0,0.9383,"piano",5
123,1,0.9684,"harmonic",6
124,0,5.1441,"harmonic",4
124,0,3.8627,"harmonic",3
118,0,6.6494,"piano",6
126,10,6.5333,"harmonic",1
124,0,7.444,"piano",5
143,0,2.6203,"harmonic",2
118,0,10.1126,"piano",2
124,0,0.2477,"harmonic",1
127,0,4.7474,"piano",3
101,6,5.9067,"harmonic",5
126,10,8.3271,"harmonic",1
182,6,8.6011,"harmonic",3
118,0,0.9684,"piano",3
143,0,10.8096,"piano",5
124,0,10.2394,"harmonic",2
124,0,13.6819,"piano",5
149,3,3.8191,"harmonic",3
123,1,13.7986,"harmonic",6
123,1,8.4435,"piano",1
126,10,8.5075,"harmonic",1
101,6,6.7644,"piano",5
124,0,5.3752,"piano",4
126,10,7.2442,"piano",4
147,0,11.2,"harmonic",5
149,3,0.0577,"harmonic",3
147,0,7.4312,"harmonic",5
149,3,4.1553,"piano",4
120,0,6.365,"piano",6
124,0,11.5502,"harmonic",1
120,0,8.3526,"harmonic",5
123,1,7.5408,"piano",6
124,0,7.8377,"harmonic",1
101,6,14.213,"piano",5
