interval,rating,rating_boot_mean,rating_boot_se
0,0.2992464865341638,0.29978111590186246,0.10784842489758201
0.015015015015015015,0.29482856887475,0.29531138259928613,0.10661726211979498
0.03003003003003003,0.2900803019867821,0.29051243911972396,0.10537393615110548
0.04504504504504504,0.28497622431575326,0.2853594472806029,0.10411779900029237
0.06006006006006006,0.2794892682481866,0.2798260217413415,0.10284837480305946
0.07507507507507508,0.27359085082258283,0.27388431907986166,0.10156542678741043
0.09009009009009009,0.26725102087937697,0.26750518137378015,0.10026902996815108
0.10510510510510511,0.26043867086011774,0.2606583421933881,0.09895964698079546
0.12012012012012012,0.25312182087588014,0.2533127023586559,0.09763820342353435
0.13513513513513514,0.2452679815664269,0.24543668177285843,0.09630615796621318
0.15015015015015015,0.2368446005979233,0.23699865205567394,0.09496556139019882
0.16516516516516516,0.227819595353806,0.22796745251418574,0.09361909776087692
0.18018018018018017,0.21816197144896102,0.21831298919673436,0.09227010026083358
0.19519519519519518,0.20784252317239335,0.2080069133976108,0.0909225340158585
0.21021021021021022,0.19683460791952087,0.19702337209347742,0.0895809387392428
0.22522522522522523,0.18511498224900944,0.18533981852167367,0.08825032541347727
0.24024024024024024,0.1726646825836111,0.17293786663682906,0.08693602369698102
0.2552552552552553,0.159469929012907,0.15980416873579414,0.0856434803757436
0.2702702702702703,0.14552302642944642,0.14593129139109326,0.08437801392020321
0.2852852852852853,0.13082323363872617,0.13131856127134695,0.08314453579885817
0.3003003003003003,0.11537756842355237,0.11597284974474735,0.08194725514318671
0.3153153153153153,0.09920151507845426,0.0999092636246696,0.08078938891410026
0.3303303303303303,0.08231960086602784,0.08315170923947839,0.07967290397046062
0.34534534534534533,0.06476580931004113,0.0657332983321509,0.07859831942211544
0.36036036036036034,0.046583801260863006,0.04769656716944084,0.07756459654797987
0.37537537537537535,0.02782691917960803,0.029093484617213956,0.07656913891917061
0.39039039039039036,0.00855795592969114,0.0099852306759884,0.07560791726515739
0.40540540540540543,-0.011151323693289366,-0.009558266154217095,0.07467572273178338
0.42042042042042044,-0.031220912698781994,-0.029459036579308998,0.07376653969563725
0.43543543543543545,-0.051563538623385155,-0.04963201891206811,0.07287401671337979
0.45045045045045046,-0.07208587443444833,-0.0699862352951863,0.0719920030028819
0.46546546546546547,-0.09268996232396923,-0.09042617445268936,0.07111510932045426
0.4804804804804805,-0.1132748208846329,-0.1108533516088596,0.07023924702879321
0.4954954954954955,-0.13373819842970616,-0.13116800874485918,0.06936209789902242
0.5105105105105106,-0.15397842818765947,-0.15127091171752138,0.06848346975609786
0.5255255255255256,-0.17389633500322157,-0.17106519516270016,0.06760549926923334
0.5405405405405406,-0.19339713828220778,-0.19045820178042244,0.06673267277851945
