"network_id","degree","category","v1","v2"
3,0,"{""target"":""pleasant""}",3.36448527302894,2.75968615907935
3,1,"{""target"":""pleasant""}",5.07805780578058,2.75968615907935
3,2,"{""target"":""pleasant""}",5.07805780578058,6.45819581958196
3,3,"{""target"":""pleasant""}",6.42619261926193,6.45819581958196
3,4,"{""target"":""pleasant""}",6.42619261926193,4.50760076007601
3,5,"{""target"":""pleasant""}",7.17906790679068,4.50760076007601
3,6,"{""target"":""pleasant""}",7.17906790679068,7.42869286928693
3,7,"{""target"":""pleasant""}",3.65071507150715,7.42869286928693
3,8,"{""target"":""pleasant""}",3.65071507150715,3.07545754575458
3,9,"{""target"":""pleasant""}",3.61471147114711,3.07545754575458
3,10,"{""target"":""pleasant""}",3.61471147114711,7.31268126812681
3,11,"{""target"":""pleasant""}",7.08945894589459,7.31268126812681
3,12,"{""target"":""pleasant""}",7.08945894589459,3.77232723272327
3,13,"{""target"":""pleasant""}",3.71872187218722,3.77232723272327
3,14,"{""target"":""pleasant""}",3.71872187218722,3.39148914891489
3,15,"{""target"":""pleasant""}",2.95304530453045,3.39148914891489
3,16,"{""target"":""pleasant""}",2.95304530453045,1.98174817481748
3,17,"{""target"":""pleasant""}",6.53740374037404,1.98174817481748
3,18,"{""target"":""pleasant""}",6.53740374037404,5.61251125112511
3,19,"{""target"":""pleasant""}",6.22297229722972,5.61251125112511
3,20,"{""target"":""pleasant""}",6.22297229722972,4.53960396039604
3,21,"{""target"":""pleasant""}",8.5,4.53960396039604
3,22,"{""target"":""pleasant""}",8.5,7.54390439043904
3,23,"{""target"":""pleasant""}",5.88933893389339,7.54390439043904
3,24,"{""target"":""pleasant""}",5.88933893389339,8.42719271927193
3,25,"{""target"":""pleasant""}",3.42989298929893,8.42719271927193
3,26,"{""target"":""pleasant""}",3.42989298929893,4.34038403840384
3,27,"{""target"":""pleasant""}",3.18506850685068,4.34038403840384
3,28,"{""target"":""pleasant""}",3.18506850685068,5.51810181018102
3,29,"{""target"":""pleasant""}",2.55780578057806,5.51810181018102
3,30,"{""target"":""pleasant""}",2.55780578057806,2.23617361736174
3,31,"{""target"":""pleasant""}",4.75402540254025,2.23617361736174
3,32,"{""target"":""pleasant""}",4.75402540254025,7.14706470647065
3,33,"{""target"":""pleasant""}",0.905640564056406,7.14706470647065
3,34,"{""target"":""pleasant""}",0.905640564056406,7.73512351235123
3,35,"{""target"":""pleasant""}",3.63871387138714,7.73512351235123
3,36,"{""target"":""pleasant""}",3.63871387138714,3.94754475447545
3,37,"{""target"":""pleasant""}",4.25957595759576,3.94754475447545
3,38,"{""target"":""pleasant""}",4.25957595759576,7.88473847384738
3,39,"{""target"":""pleasant""}",7.31348134813481,7.88473847384738
3,40,"{""target"":""pleasant""}",7.31348134813481,6.0053505350535
4,0,"{""target"":""pleasant""}",6.80109449974775,1.9351388038929
4,1,"{""target"":""pleasant""}",7.20947094709471,1.9351388038929
4,2,"{""target"":""pleasant""}",7.20947094709471,4.32038203820382
4,3,"{""target"":""pleasant""}",6.8030303030303,4.32038203820382
4,4,"{""target"":""pleasant""}",6.8030303030303,4.36358635863586
4,5,"{""target"":""pleasant""}",4.95484548454845,4.36358635863586
4,6,"{""target"":""pleasant""}",4.95484548454845,5.40609060906091
4,7,"{""target"":""pleasant""}",4.34518451845184,5.40609060906091
4,8,"{""target"":""pleasant""}",4.34518451845184,3.78672867286729
4,9,"{""target"":""pleasant""}",3.61071107110711,3.78672867286729
4,10,"{""target"":""pleasant""}",3.61071107110711,7.46469646964696
4,11,"{""target"":""pleasant""}",7.98714871487149,7.46469646964696
4,12,"{""target"":""pleasant""}",7.98714871487149,1.22647264726473
4,13,"{""target"":""pleasant""}",1.22087208720872,1.22647264726473
4,14,"{""target"":""pleasant""}",1.22087208720872,5.8965396539654
4,15,"{""target"":""pleasant""}",5.12286228622862,5.8965396539654
4,16,"{""target"":""pleasant""}",5.12286228622862,2.21137113711371
4,17,"{""target"":""pleasant""}",8.48959895989599,2.21137113711371
4,18,"{""target"":""pleasant""}",8.48959895989599,7.4046904690469
4,19,"{""target"":""pleasant""}",3.52110211021102,7.4046904690469
4,20,"{""target"":""pleasant""}",3.52110211021102,2.84503450345034
4,21,"{""target"":""pleasant""}",2.11536153615362,2.84503450345034
4,22,"{""target"":""pleasant""}",2.11536153615362,1.29287928792879
4,23,"{""target"":""pleasant""}",4.1019601960196,1.29287928792879
4,24,"{""target"":""pleasant""}",4.1019601960196,4.13156315631563
4,25,"{""target"":""pleasant""}",4.71082108210821,4.13156315631563
4,26,"{""target"":""pleasant""}",4.71082108210821,3.41469146914691
4,27,"{""target"":""pleasant""}",5.6981198119812,3.41469146914691
4,28,"{""target"":""pleasant""}",5.6981198119812,3.1002600260026
4,29,"{""target"":""pleasant""}",8.22637263726373,3.1002600260026
4,30,"{""target"":""pleasant""}",8.22637263726373,5.97894789478948
4,31,"{""target"":""pleasant""}",0.714421442144214,5.97894789478948
4,32,"{""target"":""pleasant""}",0.714421442144214,5.55570557055706
4,33,"{""target"":""pleasant""}",4.47399739973997,5.55570557055706
4,34,"{""target"":""pleasant""}",4.47399739973997,2.12016201620162
4,35,"{""target"":""pleasant""}",4.06995699569957,2.12016201620162
4,36,"{""target"":""pleasant""}",4.06995699569957,2.05535553555356
4,37,"{""target"":""pleasant""}",5.62291229122912,2.05535553555356
4,38,"{""target"":""pleasant""}",5.62291229122912,7.55990599059906
4,39,"{""target"":""pleasant""}",7.96634663466347,7.55990599059906
4,40,"{""target"":""pleasant""}",7.96634663466347,7.76632663266327
5,0,"{""target"":""pleasant""}",5.47620440707281,2.83510371322005
5,1,"{""target"":""pleasant""}",5.91494149414941,2.83510371322005
5,2,"{""target"":""pleasant""}",5.91494149414941,6.38218821882188
5,3,"{""target"":""pleasant""}",4.09155915591559,6.38218821882188
5,4,"{""target"":""pleasant""}",4.09155915591559,6.9974497449745
5,5,"{""target"":""pleasant""}",2.98584858485849,6.9974497449745
5,6,"{""target"":""pleasant""}",2.98584858485849,4.84843484348435
5,7,"{""target"":""pleasant""}",4.03315331533153,4.84843484348435
5,8,"{""target"":""pleasant""}",4.03315331533153,6.68221822182218
5,9,"{""target"":""pleasant""}",8.26477647764776,6.68221822182218
5,10,"{""target"":""pleasant""}",8.26477647764776,5.46609660966097
5,11,"{""target"":""pleasant""}",3.68111811181118,5.46609660966097
5,12,"{""target"":""pleasant""}",3.68111811181118,3.55790579057906
5,13,"{""target"":""pleasant""}",1.16646664666467,3.55790579057906
5,14,"{""target"":""pleasant""}",1.16646664666467,8.47279727972797
5,15,"{""target"":""pleasant""}",0.956045604560456,8.47279727972797
5,16,"{""target"":""pleasant""}",0.956045604560456,6.04535453545354
5,17,"{""target"":""pleasant""}",5.43169316931693,6.04535453545354
5,18,"{""target"":""pleasant""}",5.43169316931693,8.5
5,19,"{""target"":""pleasant""}",0.984048404840484,8.5
5,20,"{""target"":""pleasant""}",0.984048404840484,6.67101710171017
5,21,"{""target"":""pleasant""}",3.87233723372337,6.67101710171017
5,22,"{""target"":""pleasant""}",3.87233723372337,8.5
5,23,"{""target"":""pleasant""}",7.93194319431943,8.5
5,24,"{""target"":""pleasant""}",7.93194319431943,2.71622162216222
5,25,"{""target"":""pleasant""}",7.98794879487949,2.71622162216222
5,26,"{""target"":""pleasant""}",7.98794879487949,2.81063106310631
5,27,"{""target"":""pleasant""}",8.5,2.81063106310631
5,28,"{""target"":""pleasant""}",8.5,8.22557255725572
5,29,"{""target"":""pleasant""}",2.78982898289829,8.22557255725572
5,30,"{""target"":""pleasant""}",2.78982898289829,4.13156315631563
5,31,"{""target"":""pleasant""}",6.84223422342234,4.13156315631563
5,32,"{""target"":""pleasant""}",6.84223422342234,6.75102510251025
5,33,"{""target"":""pleasant""}",7.48789878987899,6.75102510251025
5,34,"{""target"":""pleasant""}",7.48789878987899,5.1980698069807
5,35,"{""target"":""pleasant""}",7.71912191219122,5.1980698069807
5,36,"{""target"":""pleasant""}",7.71912191219122,2.70742074207421
5,37,"{""target"":""pleasant""}",6.18696869686969,2.70742074207421
5,38,"{""target"":""pleasant""}",6.18696869686969,4.498799879988
5,39,"{""target"":""pleasant""}",8.22557255725572,4.498799879988
5,40,"{""target"":""pleasant""}",8.22557255725572,3.01945194519452
6,0,"{""target"":""pleasant""}",5.87457839250844,4.80515084953924
6,1,"{""target"":""pleasant""}",5.87457839250844,6.20617061706171
6,2,"{""target"":""pleasant""}",4.73402340234023,6.20617061706171
6,3,"{""target"":""pleasant""}",4.73402340234023,2.92424242424242
6,4,"{""target"":""pleasant""}",1.92014201420142,2.92424242424242
6,5,"{""target"":""pleasant""}",1.92014201420142,3.23467346734673
6,6,"{""target"":""pleasant""}",3.47389738973897,3.23467346734673
6,7,"{""target"":""pleasant""}",3.47389738973897,3.17866786678668
6,8,"{""target"":""pleasant""}",4.02435243524352,3.17866786678668
6,9,"{""target"":""pleasant""}",4.02435243524352,2.97864786478648
6,10,"{""target"":""pleasant""}",1.60731073107311,2.97864786478648
6,11,"{""target"":""pleasant""}",1.60731073107311,6.63181318131813
6,12,"{""target"":""pleasant""}",4.81883188318832,6.63181318131813
6,13,"{""target"":""pleasant""}",4.81883188318832,6.27737773777378
6,14,"{""target"":""pleasant""}",1.98814881488149,6.27737773777378
6,15,"{""target"":""pleasant""}",1.98814881488149,8.3959895989599
6,16,"{""target"":""pleasant""}",6.79422942294229,8.3959895989599
6,17,"{""target"":""pleasant""}",6.79422942294229,4.39078907890789
6,18,"{""target"":""pleasant""}",1.36248624862486,4.39078907890789
6,19,"{""target"":""pleasant""}",1.36248624862486,5.31248124812481
6,20,"{""target"":""pleasant""}",3.53390339033903,5.31248124812481
6,21,"{""target"":""pleasant""}",3.53390339033903,6.68461846184618
6,22,"{""target"":""pleasant""}",3.83313331333133,6.68461846184618
6,23,"{""target"":""pleasant""}",3.83313331333133,7.08945894589459
6,24,"{""target"":""pleasant""}",0.694419441944194,7.08945894589459
6,25,"{""target"":""pleasant""}",0.694419441944194,5.23487348734873
6,26,"{""target"":""pleasant""}",5.82053205320532,5.23487348734873
6,27,"{""target"":""pleasant""}",5.82053205320532,3.17066706670667
6,28,"{""target"":""pleasant""}",8.23437343734373,3.17066706670667
6,29,"{""target"":""pleasant""}",8.23437343734373,6.28857885788579
6,30,"{""target"":""pleasant""}",4.77882788278828,6.28857885788579
6,31,"{""target"":""pleasant""}",4.77882788278828,4.28117811781178
6,32,"{""target"":""pleasant""}",0.94964496449645,4.28117811781178
6,33,"{""target"":""pleasant""}",0.94964496449645,1.98334833483348
6,34,"{""target"":""pleasant""}",7.35348534853485,1.98334833483348
6,35,"{""target"":""pleasant""}",7.35348534853485,4.04195419541954
6,36,"{""target"":""pleasant""}",1.56170617061706,4.04195419541954
6,37,"{""target"":""pleasant""}",1.56170617061706,6.21017101710171
6,38,"{""target"":""pleasant""}",5.17566756675668,6.21017101710171
6,39,"{""target"":""pleasant""}",5.17566756675668,8.13516351635163
6,40,"{""target"":""pleasant""}",0.934443444344434,8.13516351635163
7,0,"{""target"":""pleasant""}",5.74697779911407,4.21130672138305
7,1,"{""target"":""pleasant""}",5.74697779911407,5.25807580758076
7,2,"{""target"":""pleasant""}",7.87273727372737,5.25807580758076
7,3,"{""target"":""pleasant""}",7.87273727372737,2.6970197019702
7,4,"{""target"":""pleasant""}",8.38638863886389,2.6970197019702
7,5,"{""target"":""pleasant""}",8.38638863886389,0.5
7,6,"{""target"":""pleasant""}",4.85323532353235,0.5
7,7,"{""target"":""pleasant""}",4.85323532353235,2.504200420042
7,8,"{""target"":""pleasant""}",7.93514351435143,2.504200420042
7,9,"{""target"":""pleasant""}",7.93514351435143,0.753625362536254
7,10,"{""target"":""pleasant""}",3.24427442744274,0.753625362536254
7,11,"{""target"":""pleasant""}",3.24427442744274,7.82633263326333
7,12,"{""target"":""pleasant""}",6.95984598459846,7.82633263326333
7,13,"{""target"":""pleasant""}",6.95984598459846,8.32638263826383
7,14,"{""target"":""pleasant""}",3.81713171317132,8.32638263826383
7,15,"{""target"":""pleasant""}",3.81713171317132,7.01025102510251
7,16,"{""target"":""pleasant""}",3.48429842984298,7.01025102510251
7,17,"{""target"":""pleasant""}",3.48429842984298,4.89083908390839
7,18,"{""target"":""pleasant""}",4.17636763676368,4.89083908390839
